row_id,product_id,statistic_date,snapshot_date,shop_id,product_name,product_image,currency,status,product_category_id,product_flag,product_cb_option,product_status,product_price,product_price_before_discount,show_discount,product_discount,tier_variations,tier_variations_type,tier_variations_count,product_type,is_on_flash_sale,shopee_verified,product_stock,stock_changed,historical_sold,new_items_sold,liked_count,new_like_count,view_count,new_view_count,comment_count,new_comment_count,product_avg_rating,total_rating_count,rating_count_details,new_rating_count,rating_count_with_context,rating_count_with_image,product_url,last_updated_date
1901,1622955655,2021-08-15,2021-08-16,65589552,"[Mã ELSSCP300 giảm 5% đơn 500K] Máy hút bụi Samsung VC18M2120SB/SV (Xanh)",865833ee75cb765b01f58dd06077f58b,VND,1,100010,268435458,0,normal,1190000.0000,1990000.0000,40,40,,,1,0,0,0,183,0,3854,0,6043,0,32105,0,1489,0,4.9,1489,"1489, 11, 5, 11, 73, 1389",0,705,478,https://shopee.vn/[Mã-ELSSCP300-giảm-5%-đơn-500K]-Máy-hút-bụi-Samsung-VC18M2120SB/SV-(Xanh)-i.65589552.1622955655,2021-09-25
28518,1622955655,2021-08-16,2021-08-17,65589552,"Máy hút bụi Samsung VC18M2120SB/SV (Xanh)",865833ee75cb765b01f58dd06077f58b,VND,1,100010,268435458,0,normal,1190000.0000,1990000.0000,40,40,,,1,0,0,0,185,2,3854,0,6035,-8,32243,138,1489,0,4.9,1489,"1489, 11, 5, 11, 73, 1389",0,705,478,https://shopee.vn/Máy-hút-bụi-Samsung-VC18M2120SB/SV-(Xanh)-i.65589552.1622955655,2021-09-25
54957,1622955655,2021-08-17,2021-08-18,65589552,"Máy hút bụi Samsung VC18M2120SB/SV (Xanh)",865833ee75cb765b01f58dd06077f58b,VND,1,100010,268435458,0,normal,1190000.0000,1990000.0000,40,40,,,1,0,0,0,186,1,3857,3,6025,-10,28980,3263,1490,1,4.9,1490,"1490, 11, 5, 11, 73, 1390",1,705,478,https://shopee.vn/Máy-hút-bụi-Samsung-VC18M2120SB/SV-(Xanh)-i.65589552.1622955655,2021-09-25
81346,1622955655,2021-08-18,2021-08-19,65589552,"[Nhập ELSAMAUG giảm 5%] Máy hút bụi Samsung VC18M2120SB/SV (Xanh)",865833ee75cb765b01f58dd06077f58b,VND,1,100010,268435458,0,normal,999000.0000,1990000.0000,50,50,,,1,0,0,0,113,-73,3859,2,6019,-6,29530,550,1491,1,4.9,1491,"1491, 11, 5, 11, 73, 1391",1,706,478,https://shopee.vn/[Nhập-ELSAMAUG-giảm-5%]-Máy-hút-bụi-Samsung-VC18M2120SB/SV-(Xanh)-i.65589552.1622955655,2021-09-25
107980,1622955655,2021-08-19,2021-08-20,65589552,"[Mã ELSSCP300 giảm 5% đơn 500K] Máy hút bụi Samsung VC18M2120SB/SV (Xanh)",865833ee75cb765b01f58dd06077f58b,VND,1,100010,268435458,0,normal,999000.0000,1990000.0000,50,50,,,1,0,0,0,92,-21,3859,0,6044,25,31752,2222,1492,1,4.9,1492,"1492, 11, 5, 11, 73, 1392",1,706,478,https://shopee.vn/[Mã-ELSSCP300-giảm-5%-đơn-500K]-Máy-hút-bụi-Samsung-VC18M2120SB/SV-(Xanh)-i.65589552.1622955655,2021-09-25
133116,1622955655,2021-08-20,2021-08-21,65589552,"[Mã ELSSCP300 giảm 5% đơn 500K] Máy hút bụi Samsung VC18M2120SB/SV (Xanh)",865833ee75cb765b01f58dd06077f58b,VND,1,100010,268435458,0,normal,1190000.0000,1990000.0000,40,40,,,1,0,0,0,113,21,3860,1,6048,4,32792,1040,1492,0,4.9,1492,"1492, 11, 5, 11, 73, 1392",0,706,478,https://shopee.vn/[Mã-ELSSCP300-giảm-5%-đơn-500K]-Máy-hút-bụi-Samsung-VC18M2120SB/SV-(Xanh)-i.65589552.1622955655,2021-09-25
157974,1622955655,2021-08-21,2021-08-22,65589552,"[Mã ELSSCP300 giảm 5% đơn 500K] Máy hút bụi Samsung VC18M2120SB/SV (Xanh)",865833ee75cb765b01f58dd06077f58b,VND,1,100010,268435458,0,normal,1190000.0000,1990000.0000,40,40,,,1,0,0,0,120,7,3860,0,6036,-12,32991,199,1492,0,4.9,1492,"1492, 11, 5, 11, 73, 1392",0,706,478,https://shopee.vn/[Mã-ELSSCP300-giảm-5%-đơn-500K]-Máy-hút-bụi-Samsung-VC18M2120SB/SV-(Xanh)-i.65589552.1622955655,2021-09-25
182914,1622955655,2021-08-22,2021-08-23,65589552,"[Mã ELSSCP300 giảm 5% đơn 500K] Máy hút bụi Samsung VC18M2120SB/SV (Xanh)",865833ee75cb765b01f58dd06077f58b,VND,1,100010,268435458,0,normal,1190000.0000,1990000.0000,40,40,,,1,0,0,0,118,-2,3860,0,6037,1,33168,177,1492,0,4.9,1492,"1492, 11, 5, 11, 73, 1392",0,706,478,https://shopee.vn/[Mã-ELSSCP300-giảm-5%-đơn-500K]-Máy-hút-bụi-Samsung-VC18M2120SB/SV-(Xanh)-i.65589552.1622955655,2021-09-25
208282,1622955655,2021-08-23,2021-08-24,65589552,"Máy hút bụi Samsung VC18M2120SB/SV (Xanh)",865833ee75cb765b01f58dd06077f58b,VND,1,100010,268435458,0,normal,1190000.0000,1990000.0000,40,40,,,1,0,0,0,115,-3,3861,1,6033,-4,33479,311,1493,1,4.9,1493,"1493, 11, 5, 11, 73, 1393",1,706,478,https://shopee.vn/Máy-hút-bụi-Samsung-VC18M2120SB/SV-(Xanh)-i.65589552.1622955655,2021-09-25
233415,1622955655,2021-08-24,2021-08-25,65589552,"Máy hút bụi Samsung VC18M2120SB/SV (Xanh)",865833ee75cb765b01f58dd06077f58b,VND,1,100010,268435458,0,normal,1190000.0000,1990000.0000,40,40,,,1,0,0,0,113,-2,3864,3,6033,0,33404,75,1495,2,4.9,1495,"1495, 11, 5, 11, 73, 1395",2,708,479,https://shopee.vn/Máy-hút-bụi-Samsung-VC18M2120SB/SV-(Xanh)-i.65589552.1622955655,2021-09-25
258248,1622955655,2021-08-25,2021-08-26,65589552,"Máy hút bụi Samsung VC18M2120SB/SV (Xanh)",865833ee75cb765b01f58dd06077f58b,VND,1,100010,268435458,0,normal,1190000.0000,1990000.0000,40,40,,,1,0,0,0,104,-9,3864,0,6026,-7,33461,57,1495,0,4.9,1495,"1495, 11, 5, 11, 73, 1395",0,708,479,https://shopee.vn/Máy-hút-bụi-Samsung-VC18M2120SB/SV-(Xanh)-i.65589552.1622955655,2021-09-25
283405,1622955655,2021-08-26,2021-08-27,65589552,"Máy hút bụi Samsung VC18M2120SB/SV (Xanh)",865833ee75cb765b01f58dd06077f58b,VND,1,100010,268435458,0,normal,1190000.0000,1990000.0000,40,40,,,1,0,0,0,95,-9,3865,1,6019,-7,33594,133,1497,2,4.9,1496,"1496, 11, 5, 11, 73, 1396",1,709,480,https://shopee.vn/Máy-hút-bụi-Samsung-VC18M2120SB/SV-(Xanh)-i.65589552.1622955655,2021-09-25
308384,1622955655,2021-08-27,2021-08-28,65589552,"Máy hút bụi Samsung VC18M2120SB/SV (Xanh)",865833ee75cb765b01f58dd06077f58b,VND,1,100010,268435458,0,normal,1190000.0000,1990000.0000,40,40,,,1,0,0,0,97,2,3866,1,6015,-4,33637,43,1497,0,4.9,1496,"1496, 11, 5, 11, 73, 1396",0,709,480,https://shopee.vn/Máy-hút-bụi-Samsung-VC18M2120SB/SV-(Xanh)-i.65589552.1622955655,2021-09-25
333559,1622955655,2021-08-28,2021-08-29,65589552,"Máy hút bụi Samsung VC18M2120SB/SV (Xanh)",865833ee75cb765b01f58dd06077f58b,VND,1,100010,268435458,0,normal,1190000.0000,1990000.0000,40,40,,,1,0,0,0,102,5,3869,3,6013,-2,34358,721,1497,0,4.9,1496,"1496, 11, 5, 11, 73, 1396",0,709,480,https://shopee.vn/Máy-hút-bụi-Samsung-VC18M2120SB/SV-(Xanh)-i.65589552.1622955655,2021-09-25
358779,1622955655,2021-08-29,2021-08-30,65589552,"Máy hút bụi Samsung VC18M2120SB/SV (Xanh)",865833ee75cb765b01f58dd06077f58b,VND,1,100010,268435458,0,normal,1190000.0000,1990000.0000,40,40,,,1,0,0,0,105,3,3869,0,6007,-6,34759,401,1497,0,4.9,1496,"1496, 11, 5, 11, 73, 1396",0,709,480,https://shopee.vn/Máy-hút-bụi-Samsung-VC18M2120SB/SV-(Xanh)-i.65589552.1622955655,2021-09-25
383993,1622955655,2021-08-30,2021-08-31,65589552,"Máy hút bụi Samsung VC18M2120SB/SV (Xanh)",865833ee75cb765b01f58dd06077f58b,VND,1,100010,268435458,0,normal,1190000.0000,1990000.0000,40,40,,,1,0,0,0,91,-14,3870,1,6006,-1,34943,184,1497,0,4.9,1496,"1496, 11, 5, 11, 73, 1396",0,709,480,https://shopee.vn/Máy-hút-bụi-Samsung-VC18M2120SB/SV-(Xanh)-i.65589552.1622955655,2021-09-25
1903,1641696189,2021-08-15,2021-08-16,65589552,"[Mã ELSSCP300 giảm 5% đơn 500K] Lò Vi Sóng Tráng Men Có Nướng Samsung MG23K3515AS/SV(23 lít)",b7b34c93ad4ac03b131442063b91e6b8,VND,1,100010,268435458,0,normal,2190000.0000,2999000.0000,27,27,,,1,0,0,0,3,0,793,0,1023,0,12539,0,344,0,4.9,344,"344, 4, 3, 7, 12, 318",0,163,119,https://shopee.vn/[Mã-ELSSCP300-giảm-5%-đơn-500K]-Lò-Vi-Sóng-Tráng-Men-Có-Nướng-Samsung-MG23K3515AS/SV(23-lít)-i.65589552.1641696189,2021-09-25
81349,1641696189,2021-08-18,2021-08-19,65589552,"[Nhập ELSAMAUG giảm 5%] Lò Vi Sóng Tráng Men Có Nướng Samsung MG23K3515AS/SV(23 lít)",b7b34c93ad4ac03b131442063b91e6b8,VND,1,100010,268435458,0,normal,1990000.0000,2999000.0000,34,34,,,1,0,0,0,2,-1,794,1,1026,3,9512,3027,344,0,4.9,344,"344, 4, 3, 7, 12, 318",0,163,119,https://shopee.vn/[Nhập-ELSAMAUG-giảm-5%]-Lò-Vi-Sóng-Tráng-Men-Có-Nướng-Samsung-MG23K3515AS/SV(23-lít)-i.65589552.1641696189,2021-09-25
157976,1641696189,2021-08-21,2021-08-22,65589552,"[Mã ELSSCP300 giảm 5% đơn 500K] Lò Vi Sóng Tráng Men Có Nướng Samsung MG23K3515AS/SV(23 lít)",b7b34c93ad4ac03b131442063b91e6b8,VND,1,100010,268435458,0,normal,2190000.0000,2999000.0000,27,27,,,1,0,0,0,1,-1,794,0,1031,5,7297,2215,344,0,4.9,344,"344, 4, 3, 7, 12, 318",0,163,119,https://shopee.vn/[Mã-ELSSCP300-giảm-5%-đơn-500K]-Lò-Vi-Sóng-Tráng-Men-Có-Nướng-Samsung-MG23K3515AS/SV(23-lít)-i.65589552.1641696189,2021-09-25
182916,1641696189,2021-08-22,2021-08-23,65589552,"[Mã ELSSCP300 giảm 5% đơn 500K] Lò Vi Sóng Tráng Men Có Nướng Samsung MG23K3515AS/SV(23 lít)",b7b34c93ad4ac03b131442063b91e6b8,VND,1,100010,268435458,0,normal,2190000.0000,2999000.0000,27,27,,,1,0,0,0,1,0,794,0,1045,14,7218,79,344,0,4.9,344,"344, 4, 3, 7, 12, 318",0,163,119,https://shopee.vn/[Mã-ELSSCP300-giảm-5%-đơn-500K]-Lò-Vi-Sóng-Tráng-Men-Có-Nướng-Samsung-MG23K3515AS/SV(23-lít)-i.65589552.1641696189,2021-09-25
208284,1641696189,2021-08-23,2021-08-24,65589552,"Lò Vi Sóng Tráng Men Có Nướng Samsung MG23K3515AS/SV(23 lít)",b7b34c93ad4ac03b131442063b91e6b8,VND,1,100010,268435458,0,normal,2190000.0000,2999000.0000,27,27,,,1,0,0,0,1,0,794,0,1047,2,7220,2,344,0,4.9,344,"344, 4, 3, 7, 12, 318",0,163,119,https://shopee.vn/Lò-Vi-Sóng-Tráng-Men-Có-Nướng-Samsung-MG23K3515AS/SV(23-lít)-i.65589552.1641696189,2021-09-25
233417,1641696189,2021-08-24,2021-08-25,65589552,"Lò Vi Sóng Tráng Men Có Nướng Samsung MG23K3515AS/SV(23 lít)",b7b34c93ad4ac03b131442063b91e6b8,VND,1,100010,268435458,0,normal,2190000.0000,2999000.0000,27,27,,,1,0,0,0,1,0,794,0,1048,1,7127,93,345,1,4.9,345,"345, 4, 3, 7, 12, 319",1,163,119,https://shopee.vn/Lò-Vi-Sóng-Tráng-Men-Có-Nướng-Samsung-MG23K3515AS/SV(23-lít)-i.65589552.1641696189,2021-09-25
258250,1641696189,2021-08-25,2021-08-26,65589552,"Lò Vi Sóng Tráng Men Có Nướng Samsung MG23K3515AS/SV(23 lít)",b7b34c93ad4ac03b131442063b91e6b8,VND,1,100010,268435458,0,normal,2190000.0000,2999000.0000,27,27,,,1,0,0,0,1,0,794,0,1052,4,7119,8,345,0,4.9,345,"345, 4, 3, 7, 12, 319",0,163,119,https://shopee.vn/Lò-Vi-Sóng-Tráng-Men-Có-Nướng-Samsung-MG23K3515AS/SV(23-lít)-i.65589552.1641696189,2021-09-25
283407,1641696189,2021-08-26,2021-08-27,65589552,"Lò Vi Sóng Tráng Men Có Nướng Samsung MG23K3515AS/SV(23 lít)",b7b34c93ad4ac03b131442063b91e6b8,VND,1,100010,268435458,0,normal,2190000.0000,2999000.0000,27,27,,,1,0,0,0,3,2,794,0,1054,2,7075,44,345,0,4.9,345,"345, 4, 3, 7, 12, 319",0,163,119,https://shopee.vn/Lò-Vi-Sóng-Tráng-Men-Có-Nướng-Samsung-MG23K3515AS/SV(23-lít)-i.65589552.1641696189,2021-09-25
308386,1641696189,2021-08-27,2021-08-28,65589552,"Lò Vi Sóng Tráng Men Có Nướng Samsung MG23K3515AS/SV(23 lít)",b7b34c93ad4ac03b131442063b91e6b8,VND,1,100010,268435458,0,normal,2190000.0000,2999000.0000,27,27,,,1,0,0,0,3,0,794,0,1055,1,6881,194,345,0,4.9,345,"345, 4, 3, 7, 12, 319",0,163,119,https://shopee.vn/Lò-Vi-Sóng-Tráng-Men-Có-Nướng-Samsung-MG23K3515AS/SV(23-lít)-i.65589552.1641696189,2021-09-25
333561,1641696189,2021-08-28,2021-08-29,65589552,"Lò Vi Sóng Tráng Men Có Nướng Samsung MG23K3515AS/SV(23 lít)",b7b34c93ad4ac03b131442063b91e6b8,VND,1,100010,268435458,0,normal,2190000.0000,2999000.0000,27,27,,,1,0,0,0,5,2,795,1,1056,1,6798,83,345,0,4.9,345,"345, 4, 3, 7, 12, 319",0,163,119,https://shopee.vn/Lò-Vi-Sóng-Tráng-Men-Có-Nướng-Samsung-MG23K3515AS/SV(23-lít)-i.65589552.1641696189,2021-09-25
358781,1641696189,2021-08-29,2021-08-30,65589552,"Lò Vi Sóng Tráng Men Có Nướng Samsung MG23K3515AS/SV(23 lít)",b7b34c93ad4ac03b131442063b91e6b8,VND,1,100010,268435458,0,normal,2190000.0000,2999000.0000,27,27,,,1,0,0,0,5,0,795,0,1059,3,6935,137,345,0,4.9,345,"345, 4, 3, 7, 12, 319",0,163,119,https://shopee.vn/Lò-Vi-Sóng-Tráng-Men-Có-Nướng-Samsung-MG23K3515AS/SV(23-lít)-i.65589552.1641696189,2021-09-25
383995,1641696189,2021-08-30,2021-08-31,65589552,"Lò Vi Sóng Tráng Men Có Nướng Samsung MG23K3515AS/SV(23 lít)",b7b34c93ad4ac03b131442063b91e6b8,VND,1,100010,268435458,0,normal,2190000.0000,2999000.0000,27,27,,,1,0,0,0,4,-1,795,0,1063,4,6898,37,345,0,4.9,345,"345, 4, 3, 7, 12, 319",0,163,119,https://shopee.vn/Lò-Vi-Sóng-Tráng-Men-Có-Nướng-Samsung-MG23K3515AS/SV(23-lít)-i.65589552.1641696189,2021-09-25
81352,2103555064,2021-08-18,2021-08-19,65589552,"[Nhập ELSAMAUG giảm 5%] Máy Hút Bụi Samsung VC18M3110VB/SV (2 lít)",abcb5bfaebb8c75733c2a8260fdc1dfb,VND,1,100010,268435458,0,normal,1390000.0000,2290000.0000,39,39,,,1,0,0,0,1,0,1145,0,795,0,2111,0,519,0,4.9,518,"518, 1, 0, 5, 16, 496",0,245,168,https://shopee.vn/[Nhập-ELSAMAUG-giảm-5%]-Máy-Hút-Bụi-Samsung-VC18M3110VB/SV-(2-lít)-i.65589552.2103555064,2021-09-25
208287,2103555064,2021-08-23,2021-08-24,65589552,"Máy Hút Bụi Samsung VC18M3110VB/SV (2 lít)",abcb5bfaebb8c75733c2a8260fdc1dfb,VND,1,100010,268435458,0,normal,1590000.0000,2290000.0000,31,31,,,1,0,0,0,1,0,1145,0,796,1,2256,145,519,0,4.9,518,"518, 1, 0, 5, 16, 496",0,245,168,https://shopee.vn/Máy-Hút-Bụi-Samsung-VC18M3110VB/SV-(2-lít)-i.65589552.2103555064,2021-09-25
233420,2103555064,2021-08-24,2021-08-25,65589552,"Máy Hút Bụi Samsung VC18M3110VB/SV (2 lít)",abcb5bfaebb8c75733c2a8260fdc1dfb,VND,1,100010,268435458,0,normal,1590000.0000,2290000.0000,31,31,,,1,0,0,0,1,0,1145,0,796,0,2301,45,519,0,4.9,518,"518, 1, 0, 5, 16, 496",0,245,168,https://shopee.vn/Máy-Hút-Bụi-Samsung-VC18M3110VB/SV-(2-lít)-i.65589552.2103555064,2021-09-25
1899,2110972003,2021-08-15,2021-08-16,65589552,"[Mã ELSSCP300 giảm 5% đơn 500K] Lò vi sóng Samsung MS23K3513AS 23L 800W",3ba5e055946818a63e5faf9f940745bc,VND,1,100010,268435458,0,normal,1990000.0000,3000000.0000,34,34,,,1,0,0,0,32,0,4672,0,3044,0,34468,0,1859,0,4.9,1859,"1859, 14, 6, 19, 58, 1762",0,823,600,https://shopee.vn/[Mã-ELSSCP300-giảm-5%-đơn-500K]-Lò-vi-sóng-Samsung-MS23K3513AS-23L-800W-i.65589552.2110972003,2021-09-25
28516,2110972003,2021-08-16,2021-08-17,65589552,"Lò vi sóng Samsung MS23K3513AS 23L 800W",3ba5e055946818a63e5faf9f940745bc,VND,1,100010,268435458,0,normal,1990000.0000,3000000.0000,34,34,,,1,0,0,0,27,-5,4674,2,3048,4,33152,1316,1860,1,4.9,1860,"1860, 14, 6, 19, 58, 1763",1,823,600,https://shopee.vn/Lò-vi-sóng-Samsung-MS23K3513AS-23L-800W-i.65589552.2110972003,2021-09-25
54955,2110972003,2021-08-17,2021-08-18,65589552,"Lò vi sóng Samsung MS23K3513AS 23L 800W",3ba5e055946818a63e5faf9f940745bc,VND,1,100010,268435458,0,normal,1990000.0000,3000000.0000,34,34,,,1,0,0,0,34,7,4680,6,3058,10,26989,6163,1861,1,4.9,1861,"1861, 14, 6, 19, 58, 1764",1,823,600,https://shopee.vn/Lò-vi-sóng-Samsung-MS23K3513AS-23L-800W-i.65589552.2110972003,2021-09-25
81344,2110972003,2021-08-18,2021-08-19,65589552,"[Nhập ELSAMAUG giảm 5%] Lò vi sóng Samsung MS23K3513AS 23L 800W",3ba5e055946818a63e5faf9f940745bc,VND,1,100010,268435458,0,normal,1490000.0000,3000000.0000,50,50,,,1,0,0,0,20,-14,4680,0,3068,10,27555,566,1861,0,4.9,1861,"1861, 14, 6, 19, 58, 1764",0,823,600,https://shopee.vn/[Nhập-ELSAMAUG-giảm-5%]-Lò-vi-sóng-Samsung-MS23K3513AS-23L-800W-i.65589552.2110972003,2021-09-25
107978,2110972003,2021-08-19,2021-08-20,65589552,"[Mã ELSSCP300 giảm 5% đơn 500K] Lò vi sóng Samsung MS23K3513AS 23L 800W",3ba5e055946818a63e5faf9f940745bc,VND,1,100010,268435458,0,normal,1490000.0000,3000000.0000,50,50,,,1,0,0,0,17,-3,4680,0,3088,20,26170,1385,1862,1,4.9,1862,"1862, 14, 6, 19, 58, 1765",1,823,600,https://shopee.vn/[Mã-ELSSCP300-giảm-5%-đơn-500K]-Lò-vi-sóng-Samsung-MS23K3513AS-23L-800W-i.65589552.2110972003,2021-09-25
133114,2110972003,2021-08-20,2021-08-21,65589552,"[Mã ELSSCP300 giảm 5% đơn 500K] Lò vi sóng Samsung MS23K3513AS 23L 800W",3ba5e055946818a63e5faf9f940745bc,VND,1,100010,268435458,0,normal,1990000.0000,3000000.0000,34,34,,,1,0,0,0,19,2,4681,1,3108,20,25717,453,1862,0,4.9,1862,"1862, 14, 6, 19, 58, 1765",0,823,600,https://shopee.vn/[Mã-ELSSCP300-giảm-5%-đơn-500K]-Lò-vi-sóng-Samsung-MS23K3513AS-23L-800W-i.65589552.2110972003,2021-09-25
157972,2110972003,2021-08-21,2021-08-22,65589552,"[Mã ELSSCP300 giảm 5% đơn 500K] Lò vi sóng Samsung MS23K3513AS 23L 800W",3ba5e055946818a63e5faf9f940745bc,VND,1,100010,268435458,0,normal,1990000.0000,3000000.0000,34,34,,,1,0,0,0,20,1,4681,0,3118,10,25142,575,1862,0,4.9,1862,"1862, 14, 6, 19, 58, 1765",0,823,600,https://shopee.vn/[Mã-ELSSCP300-giảm-5%-đơn-500K]-Lò-vi-sóng-Samsung-MS23K3513AS-23L-800W-i.65589552.2110972003,2021-09-25
182912,2110972003,2021-08-22,2021-08-23,65589552,"[Mã ELSSCP300 giảm 5% đơn 500K] Lò vi sóng Samsung MS23K3513AS 23L 800W",3ba5e055946818a63e5faf9f940745bc,VND,1,100010,268435458,0,normal,1990000.0000,3000000.0000,34,34,,,1,0,0,0,19,-1,4682,1,3121,3,24584,558,1862,0,4.9,1862,"1862, 14, 6, 19, 58, 1765",0,823,600,https://shopee.vn/[Mã-ELSSCP300-giảm-5%-đơn-500K]-Lò-vi-sóng-Samsung-MS23K3513AS-23L-800W-i.65589552.2110972003,2021-09-25
208280,2110972003,2021-08-23,2021-08-24,65589552,"Lò vi sóng Samsung MS23K3513AS 23L 800W",3ba5e055946818a63e5faf9f940745bc,VND,1,100010,268435458,0,normal,1990000.0000,3000000.0000,34,34,,,1,0,0,0,18,-1,4682,0,3124,3,24326,258,1862,0,4.9,1862,"1862, 14, 6, 19, 58, 1765",0,823,600,https://shopee.vn/Lò-vi-sóng-Samsung-MS23K3513AS-23L-800W-i.65589552.2110972003,2021-09-25
233414,2110972003,2021-08-24,2021-08-25,65589552,"Lò vi sóng Samsung MS23K3513AS 23L 800W",3ba5e055946818a63e5faf9f940745bc,VND,1,100010,268435458,0,normal,1990000.0000,3000000.0000,34,34,,,1,0,0,0,20,2,4682,0,3131,7,23679,647,1862,0,4.9,1862,"1862, 14, 6, 19, 58, 1765",0,823,600,https://shopee.vn/Lò-vi-sóng-Samsung-MS23K3513AS-23L-800W-i.65589552.2110972003,2021-09-25
258246,2110972003,2021-08-25,2021-08-26,65589552,"Lò vi sóng Samsung MS23K3513AS 23L 800W",3ba5e055946818a63e5faf9f940745bc,VND,1,100010,268435458,0,normal,1990000.0000,3000000.0000,34,34,,,1,0,0,0,15,-5,4683,1,3147,16,23332,347,1862,0,4.9,1862,"1862, 14, 6, 19, 58, 1765",0,823,600,https://shopee.vn/Lò-vi-sóng-Samsung-MS23K3513AS-23L-800W-i.65589552.2110972003,2021-09-25
283403,2110972003,2021-08-26,2021-08-27,65589552,"Lò vi sóng Samsung MS23K3513AS 23L 800W",3ba5e055946818a63e5faf9f940745bc,VND,1,100010,268435458,0,normal,1990000.0000,3000000.0000,34,34,,,1,0,0,0,19,4,4683,0,3157,10,22891,441,1862,0,4.9,1862,"1862, 14, 6, 19, 58, 1765",0,823,600,https://shopee.vn/Lò-vi-sóng-Samsung-MS23K3513AS-23L-800W-i.65589552.2110972003,2021-09-25
308383,2110972003,2021-08-27,2021-08-28,65589552,"Lò vi sóng Samsung MS23K3513AS 23L 800W",3ba5e055946818a63e5faf9f940745bc,VND,1,100010,268435458,0,normal,1990000.0000,3000000.0000,34,34,,,1,0,0,0,27,8,4683,0,3162,5,21502,1389,1862,0,4.9,1862,"1862, 14, 6, 19, 58, 1765",0,823,600,https://shopee.vn/Lò-vi-sóng-Samsung-MS23K3513AS-23L-800W-i.65589552.2110972003,2021-09-25
333558,2110972003,2021-08-28,2021-08-29,65589552,"Lò vi sóng Samsung MS23K3513AS 23L 800W",3ba5e055946818a63e5faf9f940745bc,VND,1,100010,268435458,0,normal,1990000.0000,3000000.0000,34,34,,,1,0,0,0,29,2,4684,1,3164,2,20998,504,1862,0,4.9,1862,"1862, 14, 6, 19, 58, 1765",0,823,600,https://shopee.vn/Lò-vi-sóng-Samsung-MS23K3513AS-23L-800W-i.65589552.2110972003,2021-09-25
358778,2110972003,2021-08-29,2021-08-30,65589552,"Lò vi sóng Samsung MS23K3513AS 23L 800W",3ba5e055946818a63e5faf9f940745bc,VND,1,100010,268435458,0,normal,1990000.0000,3000000.0000,34,34,,,1,0,0,0,32,3,4684,0,3169,5,21353,355,1862,0,4.9,1862,"1862, 14, 6, 19, 58, 1765",0,823,600,https://shopee.vn/Lò-vi-sóng-Samsung-MS23K3513AS-23L-800W-i.65589552.2110972003,2021-09-25
383992,2110972003,2021-08-30,2021-08-31,65589552,"Lò vi sóng Samsung MS23K3513AS 23L 800W",3ba5e055946818a63e5faf9f940745bc,VND,1,100010,268435458,0,normal,1990000.0000,3000000.0000,34,34,,,1,0,0,0,32,0,4684,0,3175,6,20841,512,1862,0,4.9,1862,"1862, 14, 6, 19, 58, 1765",0,823,600,https://shopee.vn/Lò-vi-sóng-Samsung-MS23K3513AS-23L-800W-i.65589552.2110972003,2021-09-25
1915,2111835161,2021-08-15,2021-08-16,65589552,"[Mã 158ELSALE hoàn 7% xu đơn 300K] Màn hình cong Samsung LC27F397FHEXXV 27inch - Hàng chính hãng",a03c109935636ece60edc2d09f935b59,VND,1,100644,268959746,0,normal,4990000.0000,5689000.0000,12,12,,,1,0,0,0,31,0,350,0,1059,0,8447,0,163,0,4.8,163,"163, 4, 1, 1, 5, 152",0,73,59,https://shopee.vn/[Mã-158ELSALE-hoàn-7%-xu-đơn-300K]-Màn-hình-cong-Samsung-LC27F397FHEXXV-27inch---Hàng-chính-hãng-i.65589552.2111835161,2021-09-25
28532,2111835161,2021-08-16,2021-08-17,65589552,"Màn hình cong Samsung LC27F397FHEXXV 27inch - Hàng chính hãng",a03c109935636ece60edc2d09f935b59,VND,1,100644,268959746,0,normal,4990000.0000,5689000.0000,12,12,,,1,0,0,0,31,0,350,0,1058,-1,8637,190,163,0,4.8,163,"163, 4, 1, 1, 5, 152",0,73,59,https://shopee.vn/Màn-hình-cong-Samsung-LC27F397FHEXXV-27inch---Hàng-chính-hãng-i.65589552.2111835161,2021-09-25
54971,2111835161,2021-08-17,2021-08-18,65589552,"Màn hình cong Samsung LC27F397FHEXXV 27inch - Hàng chính hãng",a03c109935636ece60edc2d09f935b59,VND,1,100644,268959746,0,normal,4990000.0000,5689000.0000,12,12,,,1,0,0,0,31,0,350,0,1059,1,8165,472,163,0,4.8,163,"163, 4, 1, 1, 5, 152",0,73,59,https://shopee.vn/Màn-hình-cong-Samsung-LC27F397FHEXXV-27inch---Hàng-chính-hãng-i.65589552.2111835161,2021-09-25
81362,2111835161,2021-08-18,2021-08-19,65589552,"Màn hình cong Samsung LC27F397FHEXXV 27inch - Hàng chính hãng",a03c109935636ece60edc2d09f935b59,VND,1,100644,268959746,0,normal,4990000.0000,5689000.0000,12,12,,,1,0,0,0,31,0,350,0,1060,1,8322,157,163,0,4.8,163,"163, 4, 1, 1, 5, 152",0,73,59,https://shopee.vn/Màn-hình-cong-Samsung-LC27F397FHEXXV-27inch---Hàng-chính-hãng-i.65589552.2111835161,2021-09-25
